Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
SA-1459234 Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,SLPI;JUP;SYT1;PKIA;ID1;PTX3;MT1E
L-26 Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ANXA1;PODXL;PDGFC;ID1;AMIGO2;TNFAIP2;ABCG2
WZ-3105 Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GLIPR1;S100A2;ID1;SFN;IL7R;CLU;MT1E
IQ1 Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,MECOM;IRS1;IL1B;DIO2;TNFAIP2;PITX1;PBX1
SNX-2112 Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FZD2;JUP;CITED2;IRS1;BASP1;CRIM1;CLU
Isosilychristin Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GALNT6;PODXL;ATP8B1;DPYD;DIO2;KRT7;SLIT2
Rotundine Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;GALNT6;CREB3L1;TPBG;AMIGO2;DSE;DKK1
Omecamtiv-Mecarbil Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,CARD10;BMP2;LAMB3;TPBG;AMIGO2;MICAL2;INHBA
Sobetirome Up,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,EFNB2;FERMT1;KRT81;GALNT6;PODXL;ID1;F2RL1
AG-14361 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,TLE4;JUN;JUP;CITED2;AMIGO2;TBL1X;CLU
Fludarabine Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,MT2A;FZD2;SLPI;BASP1;PTX3;TOX;MT1E
RS-17053 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;PSG5;COL5A1;CITED2;BDNF;ID1;DKK1
BD-1047 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,KRT18;JUP;PKIA;UCP2;KRT7;STX1A;MT1E
Diazoxide Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FAM171A1;DMBT1;PLAGL1;ID1;PTX3;IL7R;F3
RS-56812 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,CNN1;GLIPR1;ANXA1;PDGFC;DSE;INHBA;IL7R
W-13 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GLIPR1;GPRC5A;SLC2A1;PTX3;IGFBP6;CLU;MT1E
SC-9 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,AR;KRT18;SLPI;CITED2;SPOCK1;IGFBP6;CLU
Biperiden Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,AR;SLC14A1;PXDN;KRT7;MICAL2;LDOC1;INHBA
Nitrendipine Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FZD2;ANXA1;CITED2;KRT8;AKR1C3;TLR4;CLU
Fipronil Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,EFNB2;KRT81;JUP;S100A2;CITED2;PLAU;ATP8B1
Lobendazole Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GALNT6;TNFRSF12A;FOXF1;CAV1;DSE;SOX9;MT1E
5-Guanidinonaltrindole Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FERMT1;BMP2;JUP;PODXL;ID1;SCNN1A;PTX3
PAC-1 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,NRP1;ANXA1;ARHGAP29;SLIT2;DKK1;CLU;PITX1
Hydrocotarnine Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ABCC3;FAM171A1;FZD2;GPRC5A;KRT18;IGFBP6;SLIT2
Triacsin-C Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,NUAK1;S100A2;KRT7;INHBA;GAS6;TOX;MT1E
AGK-2 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ANXA1;DMBT1;SYT1;BASP1;UCP2;AKR1C3;F3
TC-H-106 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,TLE4;IL11;BASP1;DSE;TNFAIP2;TLR4;SLC12A8
SEW-05685 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,SLC14A1;SYT1;STC2;INHBA;TLR4;STX1A;SLC38A4
ZG-10 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FOXA1;BASP1;SCNN1A;AKR1C3;ARHGAP29;DKK1;F3
tyrphostin-A9 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;FZD2;CITED2;CAV1;SPOCK1;SYNPO;PRSS23
JPR-3-97-17 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;CALB2;KRT81;CITED2;AKR1C3;KRT7;ABCG2
SD-6-035-A6 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,NRP1;UCP2;AKR1C3;KRT7;NMT2;TOX;MT1E
Cyclophosphamide Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,EFNB2;NRP1;S100A2;AMIGO2;UCP2;TBL1X;DKK1
Nifuroxazide Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GLIPR1;DMBT1;CREB3L1;ID1;GFRA1;PTX3;IL7R
Idazoxan Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;PLAGL1;ID1;AKR1C3;LDOC1;CLU;MT1E
Methyl-Hydantoin Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;IRS1;PLAU;PKIA;KRT8;PLAUR;PBX1
Dieldrin Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GLIPR1;CITED2;IRS1;AKR1C3;TLR4;CLU;ABCG2
SA-1472542 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FZD2;SPOCK1;TBL1X;IL7R;PITX1;SLC12A8;LOXL2
SA-1922927 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ABCC3;CCDC69;TNFAIP2;VEGFC;GFRA1;TLR4;LOXL2
Telbivudine Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;KRT81;SYT1;CREB3L1;PTX3;KCNN4;DKK1
GSK-2126458 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FOSL1;GLIPR1;TNFRSF12A;S100A2;PODXL;SFN;CLU
MK-8033 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,EFNB2;COL5A1;IRS1;STC2;INHBA;GATA2;GAS6
Costunolide Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FAM171A1;STC2;CCDC69;SCNN1A;PADI3;TNFAIP2;TOX
AMG-900 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,TLE4;EFNB2;PLAGL1;AMIGO2;MICAL2;SOX9;KCNN4
Galeterone Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FAM171A1;ANXA1;CITED2;ID1;AKR1C3;PTX3;CLU
Amtolmetin-Guacil Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,BMP2;SYT1;IRS1;SCNN1A;ARHGAP29;PTX3;GAS6
Ginkgolide-B Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ABCC3;SYT1;AXL;BASP1;ITGA3;AMIGO2;UCP2
SA-1938111 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ABCC3;BASP1;PDGFC;AMIGO2;AKR1C3;TLR4;CLU
SA-244466 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,PLAC8;JUP;COL5A1;BASP1;AKR1C3;TOX;LOXL2
Nacl Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FERMT1;ATP8B1;IL1B;UCP2;DIO2;INHBA;STX1A
Foxy-5 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ANXA1;GPRC5A;ATP8B1;ID1;SPOCK1;INHBA;TLR4
BG-1014 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,SLC14A1;MECOM;SOX9;NMNAT2;DKK1;CLU;STX1A
Flumethasone-Pivalate Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,ANXA1;PLAU;BASP1;PDGFC;ID1;MICAL2;VEGFC
Camicinal Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,KRT18;IRS1;PXDN;TNFAIP2;KRT7;TBL1X;SLIT2
VP-20629 Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,FERMT1;MECOM;TPBG;KRT7;KCNN4;PBX1;MT1E
Phenprocoumon Down,7/243,0.01995539,0.03004802,0,0,2.67085839,10.4544235,GPRC5A;AXL;STC2;ID1;UCP2;KRT7;VEGFC
Anagrelide Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,AR;ANXA1;MECOM;SYT1;STC2;PKP2;F3
Digoxin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,AR;BMP2;GPRC5A;PLAUR;F2RL1;EGFR;MT1E
Mitomycin-C Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,S100A2;LAMB3;IL1B;AMIGO2;KRT7;SFN;CLU
Ixazomib Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;SLPI;UCP2;AKR1C3;DIO2;FLNC;CLU
FIT Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,BASP1;STC2;TNFAIP2;LDOC1;SOX9;IL7R;PITX1
Sertaconazole Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;FERMT1;PLAU;TNFAIP2;CLU;PBX1;MT1E
GR-89696 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,AR;ID1;SCNN1A;DSE;TLR4;PBX1;MT1E
BD-1063 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,AR;FAM171A1;CNN1;COL5A1;AXL;SPOCK1;SOX9
Atomoxetine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PODXL;ID1;UCP2;TNFAIP2;F2RL1;TBL1X;DKK1
Orthothymotinic-Acid Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ANXA1;KRT18;PDGFC;AKR1C3;MICAL2;FLNB;IL7R
NSC-632839 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;JUN;STC2;ID1;AKR1C3;DKK1;CLU
Enalapril Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOXA1;BASP1;ID1;UCP2;SCNN1A;KRT7;TBL1X
Penfluridol Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GALNT6;ANXA1;SLPI;SYT1;TPBG;CLU;ABCG2
LY-364947 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;VIPR1;CAV1;PTX3;SLIT2;DKK1;PITX1
Oleanolic-Acid Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,MECOM;S100A2;BASP1;PODXL;AKR1C3;TOX;PITX1
Flucloxacillin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GLIPR1;TNFRSF12A;BDNF;PDGFC;UCP2;SECTM1;CLU
Bepridil Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CNN1;KRT18;MECOM;PDGFC;SOX9;KCNN4;TLR4
Diloxanide Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,LAMA5;GPRC5A;S100A2;CAV1;KRT8;ARHGAP29;ZNF467
Prednisolone-Acetate Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,BMP2;TNFRSF12A;ITGA3;F2RL1;TBL1X;MT1E;ABCG2
Heliotrine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;EFNB2;ANXA1;PKIA;AKR1C3;SOX9;TLR4
Hymecromone Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,AR;ANXA1;PODXL;STC2;SOX9;PBX1;ABCG2
Phenoxazine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;CREB3L1;PKIA;DPYD;AMIGO2;SPOCK1;DKK1
SN-38 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;ZNF185;S100A2;ID1;SFN;SOX9;CLU
KU-C103874 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PDGFRB;ATP8B1;PXDN;PTX3;INHBA;SLC16A2;DKK1
Dicloxacillin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;FAM171A1;STC2;PKIA;ID1;MICAL2;IL7R
KU-C103658 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;ANXA1;SYT1;BASP1;ATP8B1;PDGFC;SPOCK1
JAS07-002 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GALNT6;GPRC5A;BASP1;ATP8B1;SCNN1A;SYNPO;IL7R
ST-022313 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,IL1B;PLAGL1;TPBG;AKR1C3;ACSL5;F2RL1;CLU
Tubastatin-A Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;FAM171A1;SYT1;TPBG;UCP2;AKR1C3;IL7R
SA-424936 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;FERMT1;CNN1;IRS1;ATP8B1;CAV1;FLNC
Rimantadine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;GLIPR1;GPRC5A;DMBT1;ATP8B1;UCP2;LOXL2
Niflumic-Acid Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;CNN1;GALNT6;ANXA1;BASP1;CREB3L1;ABCG2
Cefoxitin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CARD10;S100A2;ATP8B1;CAV1;SCNN1A;MICAL2;IL7R
Ethosuximide Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,IRS1;BASP1;STC2;AMIGO2;SLC2A1;STX1A;PBX1
Mebhydrolin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CALB2;MECOM;PKIA;DPYD;AMIGO2;DSE;GAS6
Mizolastine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;NRP1;CNN1;ATP8B1;IGFBP6;TOX;TLR4
Famprofazone Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SLC14A1;LAMA5;NUAK1;BASP1;ITGA3;FLNB;TLR4
Eucatropine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,VIPR1;FOXF1;STC2;AKR1C3;ACSL5;SECTM1;SYNPO
Benserazide Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CITED2;PDGFC;ARHGAP29;SFN;SOX9;IL7R;DKK1
Tributyltin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;CNN1;BMP2;TPBG;IL7R;DKK1;TLR4
Iodoform Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SYT1;PODXL;UCP2;SLC2A1;F2RL1;IL7R;MT1E
Toluene-Diisocyanate Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;FERMT1;NUAK1;GPRC5A;STC2;MICAL2;F2RL1
D-Mannitol Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CNN1;ANXA1;SYT1;CITED2;SPOCK1;PITX1;PBX1
SA-424827 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;FERMT1;GLIPR1;SYT1;PTX3;INHBA;STRA6
LUC FBS Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;S100A2;AXL;STC2;UCP2;AKR1C3;ACSL5
UPF-1069 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SYT1;PODXL;PKIA;ID1;SPOCK1;GATA3;DKK1
Rifamycin-Sv Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;ANXA1;SLPI;S100A2;CCDC69;AKR1C3;SFN
Tiotropium Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,IL11;SLPI;KRT7;F2RL1;PTX3;GAS6;PITX1
LIVF001-021 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,S100A2;CAV1;PDGFC;SCNN1A;PAWR;SFN;IL7R
PHA-767491 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;BMP2;MECOM;PODXL;SOX9;F3;FJX1
VE-822 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,NRP1;GPRC5A;PTX3;TBL1X;TOX;PITX1;PBX1
OVE-238 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;COL5A1;ID1;DPYD;AKR1C3;SLIT2;ABCG2
BAZ2-ICR Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;TNFRSF12A;TPM1;MICAL2;TOX;DKK1;ABCG2
UNC-0642 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;NUAK1;SYT1;PKIA;SPOCK1;SOX9;LOXL2
GS-6201 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ANXA1;GPRC5A;SYT1;SMAGP;STC2;PLAGL1;TLR4
O6-benzylguanine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ANXA1;KRT18;PODXL;TPBG;PTX3;SOX9;TLR4
Enevalproate Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GPRC5A;SLPI;S100A2;SCNN1A;MICAL2;F3;MT1E
GGTI-297 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SLPI;ATP8B1;IL1B;PLAGL1;MICAL2;PTX3;DKK1
SIB-1508Y Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GLIPR1;ANXA1;KRT18;SLPI;AXL;TPBG;KCNN4
M-344 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SLPI;PKIA;UCP2;F2RL1;ARHGAP29;PITX1;STX1A
BML-266 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;DMBT1;BASP1;STC2;ARHGAP29;DKK1;ABCG2
DPI-201106 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FOSL1;NRP1;SYT1;BASP1;KRT7;KCNN4;F3
620 7033 4251 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CNN1;SYT1;PODXL;TPBG;DIO2;SPOCK1;SLIT2
Glutamine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,BASP1;IL1B;TPBG;SCNN1A;AKR1C3;IL7R;F3
BCI-540 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;ANXA1;CITED2;SMAGP;ID1;TOX;PBX1
AV-412 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;MT2A;TNFRSF12A;ARHGAP29;PTX3;IGFBP6;MT1E
Adenosine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,LAMA5;SLPI;BASP1;STC2;UCP2;LDOC1;SOX9
Moxidectin Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FERMT1;PODXL;PKIA;TPBG;PTX3;FJX1;MT1E
Dipraglurant Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;CNN1;S100A2;SYT1;SMAGP;DPYD;ABCG2
GSK-2636771 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TLE4;FERMT1;GLIPR1;SMAGP;TOX;TLR4;ABCG2
AZD-1981 Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,DMBT1;SYT1;CAV1;SYNPO;TLR4;PBX1;LOXL2
Phenylacetylglutamine Up,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;SLC14A1;TNFAIP2;KRT7;PTX3;KCNN4;PBX1
MRE-269 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,NUAK1;KRT18;AMIGO2;SCNN1A;SLC2A1;KRT7;MT1E
DR-2313 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TLE4;SLPI;JUP;COL5A1;SCNN1A;AKR1C3;TBL1X
Luzindole Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,KRT18;S100A2;SYT1;DIO2;ACSL5;LDOC1;GAS6
SANT-1 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ITGA3;DPYD;ACSL5;PAWR;ARHGAP29;PTX3;DKK1
Azacyclonol Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PSG5;BASP1;ATP8B1;ID1;PAWR;DKK1;F3
ZK-164015 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ANXA1;GPRC5A;SLPI;CITED2;PKIA;DPYD;KRT7
SCH-58261 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FAM171A1;JUP;MECOM;PLAU;ATP8B1;ITGA2;F2RL1
Ubenimex Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ATP8B1;PDGFC;PXDN;UCP2;FLNC;TLR4;MT1E
GW-0742 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,COL5A1;IRS1;PXDN;SOX9;GATA3;GAS6;DKK1
Coumestrol Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CNN1;BMP2;KCNMA1;DIO2;INHBA;TOX;CLU
Haematoxylin-Pentaacetate Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ZNF185;SYT1;SCNN1A;ARHGAP29;LDOC1;GAS6;DKK1
Eugenitol Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TLE4;SLC14A1;KRT81;FZD2;SLPI;STC2;KRT7
Pentoxifylline Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TLE4;BMP2;CITED2;AMIGO2;PKP2;CRIM1;GAS6
Devazepide Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,NUAK1;BASP1;PODXL;TPBG;SCNN1A;ARHGAP29;PBX1
Iriflophenone Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SLPI;MECOM;SYT1;STC2;SCNN1A;AKR1C3;F2RL1
Ritanserin Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,BMP2;PKIA;UCP2;IL7R;TLR4;CLU;MT1E
Spiperone Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,LAMA5;GPRC5A;ID1;SECTM1;SPOCK1;GATA3;PBX1
Phentermine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,MT2A;GPRC5A;SYT1;PXDN;AKR1C3;KRT7;CLU
Propentofylline Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;BMP2;LAMB3;CRIM1;F2RL1;IGFBP6;GAS6
Indirubin Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,NUAK1;BMP2;KRT18;PXDN;MICAL2;ARHGAP29;TBL1X
MDL-11939 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,GPRC5A;ATP8B1;DSE;MICAL2;F2RL1;F3;CLU
U-0124 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;FAM171A1;MT2A;DMBT1;BASP1;ID1;MICAL2
Tinidazole Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;COL5A1;SMAGP;AMIGO2;ACSL5;SOX9;CLU
Dexchlorpheniramine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TLE4;ABCC3;FERMT1;GPRC5A;LAMB3;INHBA;TLR4
Palonosetron Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,TPBG;PKP2;MICAL2;SLIT2;GAS6;IL7R;TLR4
Rifabutin Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,MT2A;ANXA1;SLPI;S100A2;PODXL;F2RL1;MT1E
Tiagabine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,NRP1;KRT18;IRS1;CAV1;PDGFC;ARHGAP29;IGFBP6
K784-3391 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;ABCC3;SYT1;AKR1C3;FLNB;SOX9;CLU
Iloperidone Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,JUN;SLPI;AKR1C3;PTX3;TOX;CLU;ABCG2
Androstanol Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,KRT18;SYT1;PLAU;KRT8;AKR1C3;TNFAIP2;MICAL2
Rivaroxaban Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,CNN1;GPRC5A;AXL;FLNB;IL7R;CLU;MT1E
Bambuterol Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,MT2A;SYT1;ACSL5;F2RL1;IGFBP6;CLU;MT1E
Tenatoprazole Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,JUP;SYT1;IRS1;PXDN;SCNN1A;ARHGAP29;STX1A
Acipimox Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,ABCC3;SYT1;PKP2;IGFBP6;GATA2;DKK1;TLR4
Cloperastine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;CALB2;FERMT1;MECOM;PLAU;SOX9;PITX1
Aceclidine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;CITED2;PKIA;TPM1;F2RL1;PTX3;PBX1
Meglumine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,KRT18;DMBT1;AXL;BASP1;PDGFC;MICAL2;IL7R
G-Butyrolactone Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,FZD2;KRT18;DMBT1;LAMB3;IL1B;TPBG;DKK1
LIVF001-025 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,BASP1;STC2;PTX3;TBL1X;DKK1;PITX1;EGFR
Mdivi-1 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,EFNB2;HRH1;CRIM1;ARHGAP29;DKK1;CLU;CPA4
Voapaxar Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;CITED2;AXL;CAV1;ID1;ACSL5;F2RL1
LLY-507 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;STC2;ID1;UCP2;SFN;GFRA1;MT1E
Asaraldehyde Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;SLPI;IRS1;BASP1;AKR1C3;SLC2A1;ARHGAP29
Talampanel Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,PLAC8;FERMT1;IRS1;ID1;AMIGO2;UCP2;KRT8
Oxidopamine Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,MT2A;FOXF1;CITED2;BASP1;LDOC1;GATA3;TLR4
LX-1031 Down,7/244,0.02035642,0.03004802,0,0,2.65945284,10.3568644,SLC14A1;GPRC5A;KRT18;BASP1;KRT7;ACSL5;TLR4
