Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
LY-3000328 Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,GRAMD1B;GALNT6;GALNT14;IGFBP5;PTN;CLU;PBX1;RELB;EXT1;MT2A;COL6A1;SCG5;TCF4;MT1E
SA-1462246 Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KANK2;FOXF1;CITED2;NR2F1;SERPINB9;GREM1;ID1;PXDN;GABRE;PITX1;GBP1;VCL;IDO1;TGM2
SA-89735 Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;GALNT6;VCAM1;AKR1C3;PTN;CLU;PDZD2;TNIP1;COL7A1;TCF4;CA9;FMOD;RIN2;CFB
Desmethylclomipramine Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;IGFBP5;WNT5A;TFPI2;HSPB7;AKR1C3;TNFRSF11B;EREG;RELB;TGFBR2;IL6;CLEC2B;LOX;SLC38A2
PMSF Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,COLEC12;IGFBP5;PLK2;MX1;SERPINB9;LAMC1;THBD;COL3A1;RELN;MECOM;AXL;ID1;MXRA8;VCL
646 0226 7557 Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,PPP1R14B;RTN1;HSPA5;NR2F1;LTBP2;NR2F2;PLCB3;PODXL;ANPEP;CDC42EP4;AOX1;IGFBP6;ENG;TGM2
Salirasib Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SLC14A1;KRT81;IGFBP5;WNT5A;SLC2A1;STC1;VEGFA;COL1A2;TMEM158;CDC42EP4;EMILIN1;SOX9;EPHB2;TGM2
Lacosamide Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,FZD2;CFH;IRS1;MBOAT7;STC1;PCOLCE;EXT1;COL3A1;ANPEP;ARHGDIB;MXRA8;QSOX1;PPARG;FLNC
Ursodiol Up,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,RTN1;NNMT;PLK2;TFPI2;SERPINB9;MYLK;GREM1;COL3A1;KRT18;COL6A2;PDGFC;PXDN;NFE2L3;TCF4
KUC105208 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SMURF2;TFPI2;MX1;STC1;ISG15;CXCL1;CXCL2;TBX3;ELK3;ADAM19;IL6;RELN;COL6A2;MT1E
Amitriptyline Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KLF10;CD96;RTN1;SMURF2;AKR1C3;NR2F2;DKK1;GLG1;ANPEP;ID1;BCL3;COL4A6;COL4A5;IGFBP6
Olanzapine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CD96;KRT81;VCAM1;FOXG1;TFPI2;STC1;CXCL1;CXCL3;CXCL2;MYLK;TMEM158;DPYD;COL6A3;MT1E
BAPTA-AM Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,COLEC12;IGFBP5;LRRC17;MX1;G0S2;SERPINB9;TRHDE;NFKBIA;TMEM158;PODXL;ID1;COL6A1;CCL2;TGM2
NPC-15199 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;TLE4;SERPINB2;NNMT;IGFBP5;PLOD2;CLU;RND3;PBX1;INHBE;TMEM158;ANPEP;CYP1B1;TCF4
Rutin Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;POSTN;ZNF185;G0S2;SERPINB9;FGF1;CXCL2;TGFBR2;THBD;PODXL;STC2;SCG5;SLC16A2;MT1E
Fenbendazole Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CITED2;MX1;AKR1C3;TNFRSF11B;SULF1;CLU;THBS1;IFI44L;DCN;COL3A1;PXDN;CYP1B1;ITGBL1;FMOD
Piceatannol Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;CAB39;TPM4;ERAP2;FOXF1;PLK2;TPM1;NR2F1;ISG15;THBS1;TGFBR2;COL3A1;DLC1;GBP1
Pyrimethamine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TPM4;CITED2;CXCL1;CXCL3;CXCL2;THBS1;PBX1;EREG;EXT1;PDGFC;SERPINH1;COL4A5;AOX1;MT1E
Cyproterone Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,VASP;CA12;TLE4;SERPINB2;TPM4;PLK2;AKR1C3;PCOLCE;AMPD3;ATP2B1;COL1A2;CLEC2B;SOX9;RIN2
Phenanthridone Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,ABCC3;SERPINB2;LAMB3;SERPINE1;RRAS2;PTN;OSMR;SERPINB7;NR3C1;FOSL1;COL5A2;QSOX1;IGFBP6;EPHB2
Hexamethyleneamiloride Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CFH;SLC2A1;G0S2;TNFRSF11B;AMPD3;ELL2;RELB;INHBE;CLEC2B;COL5A1;CREB3L1;IL1B;PITX1;TGM2
Asiatic-Acid Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,IGFBP5;TPM2;KRT8;SECTM1;DKK3;THBD;MT2A;ANPEP;ID1;AOX1;CDH13;SPOCK1;VCL;MT1E
Oxfendazole Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,NNMT;VCAM1;CFH;FOXG1;LAMA3;AKR1C3;CLU;MYLK;NFKBIA;MECOM;STC2;SPATS2L;PPARG;MT1E
Fraxetin Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,COLEC12;CSF1R;CITED2;PLK2;MICAL2;AMPD3;CLU;TMEM158;PDZD2;CLEC2B;ARHGDIB;SPATS2L;COL4A5;IDO1
GW-3965 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SYT1;UBE2E3;TFPI2;MX1;IFI44;ISG15;SULF1;THBS1;GLG1;GREM1;KLF7;CLEC2B;ID1;IL6ST
RK-682 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CSF1R;ERAP2;LAMB3;MX1;G0S2;SERPINB9;NID2;TGFBR2;GREM1;MT2A;TNIP1;PLAU;VCL;MAGEA4
Methoxsalen Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KLF10;ATP8B1;KRT8;LAMC2;NR3C1;CXCL3;CLU;CXCL2;TBX3;ELK3;VEGFA;CYP1B1;PPARG;GAS6
HTMT Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,NRP1;NNMT;TPM2;SERPINE1;AKR1C3;CXCL1;FSTL3;VEGFA;CLEC2B;COL5A2;CYP1B1;SPOCK1;FLNB;MT1E
Articaine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,COLEC12;CSF1R;SERPINB2;FOXG1;TFPI2;STC1;TNFRSF11B;DKK1;CLU;IL1RL1;KRT18;DDAH1;TNIP1;STC2
Chromanol Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,NRP1;LAMB3;RRAS2;DENND3;IFI44L;ELK3;DKK3;IL1A;STC2;COL7A1;COL4A6;COL4A5;ITGA5;MAP4K4
Penicillic-Acid Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CFH;MBOAT7;AMIGO2;LRRC17;KRT8;ISG15;PBX1;MT2A;KRT18;DPYD;COL6A1;AOX1;KCNN4;MT1E
K784-3187 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KANK2;CITED2;AMIGO2;LRRC17;NR2F1;SERPINB9;NR2F2;NR3C1;PBX1;DKK3;CDH6;COL1A2;PDGFC;ARHGDIB
ML-130 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SLC14A1;KRT81;JUN;IGFBP5;HSPA5;FOXF1;TPM2;THBS1;GNAI2;VEGFA;COL1A2;TMEM158;ID1;TGM2
JAS07-004 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,ITGB1;KRT81;CSF1;KRT8;SERPINB9;RND3;TBX3;DKK3;PSMB9;TMEM158;PLAU;ANPEP;SOX9;GABRE
VU-0366968 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,ITGB4;TPM2;SRF;STC1;SERPINB9;DCN;TGFBR2;DPYD;FLNB;GABRE;XAF1;PITX1;STX1A;IDO1
Flurbiprofen Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;SERPINB2;LAMB3;AKR1C3;G0S2;CXCL1;CXCL2;TBX3;EREG;IL1A;IL6;STC2;COL4A5;QSOX1
Alprazolam Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;POSTN;LAMB3;TFPI2;CXCL1;ELK3;CDH6;GREM1;COL3A1;COL1A2;COL6A2;COL6A3;GABRE;FJX1
Levocetirizine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CSF1;ITGB4;PLK2;STC1;CXCL1;CXCL3;DKK1;RELB;TMEM158;PODXL;CREB3L1;ZC3H12A;ID1;TGM2
NK26-I-41-1 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,ABCC3;ITGB4;UBE2E3;MBOAT7;AKR1C3;RND3;PBX1;TGFBR2;EXT1;LOX;ID1;COL5A2;FLNB;GBP1
JNK-9L Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TLE4;NNMT;IGFBP5;CITED2;AMIGO2;GCNT1;MX1;IFI44;CLU;IFI44L;NET1;GABRE;RIN2;SLC38A2
VX-702 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KLF10;NNMT;MBOAT7;AKR1C3;LTBP2;ATP2B1;EXT1;KRT18;STC2;PXDN;DSE;CYP1B1;ITGBL1;IDO1
Neurodazine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,PARM1;SYT1;LRRC17;MX1;G0S2;ISG15;THBS1;IFI44L;GREM1;COL5A1;IL1B;PXDN;SPOCK1;GAS6
JL-7-128 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TLE4;KRT81;SERPINB2;IGFBP5;CITED2;SMAGP;TPM2;DKK3;EREG;PLCB3;ID1;SCG5;QSOX1;PITX1
Acemetacin Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SMURF2;ATP8B1;ITGB4;AKR1C3;RRAS2;SERPINB9;ATP2B1;TGFBR2;COL1A2;MECOM;PODXL;CCL2;PPARG;MT1E
Atropine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TLE4;AMPD3;DCN;COL1A1;COL1A2;CLEC2B;COL6A1;SERPINH1;CYP1B1;COL6A3;SOX9;IGFBP6;IL6ST;CFB
Melatonin Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KLF10;EDN1;SERPINB2;CFH;ISG15;THBS1;RELB;VEGFA;CDH6;IL1A;ANPEP;PXDN;DSE;PMAIP1
Gliclazide Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CAB39;IGFBP5;UBE2E3;TFPI2;G0S2;DKK1;THBS1;DKK3;NET1;THBD;MT2A;ID1;IL6ST;SLC38A2
Carbachol Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;COLEC12;SNED1;LAMB3;PLK2;AKR1C3;ZNF804A;EXT1;MECOM;DLC1;ID1;PPARG;IGFBP6;ST6GALNAC4
Zearalenone Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;ZNF185;IGFBP5;SMAGP;IGFBP3;PBX1;GREM1;TMEM158;ANPEP;ID1;AOX1;SPOCK1;CA9;FBN1
Aramite Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KRT81;WNT5B;MX1;AKR1C3;IFI44;DKK1;IFI44L;TGFBR2;KRT18;COL5A1;COL5A2;SOX9;CFB;TGM2
4-NITROSOMORPHOLINE Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KRT8;SERPINB9;CXCL1;NR3C1;CXCL3;CLU;CXCL2;RELB;THBD;RELN;COL7A1;SCG5;EPHB2;GABRE
Beta-Naphthoflavone Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;CITED2;PLK2;TPM2;TPM1;NR3C1;DKK3;MT2A;PXDN;SOX9;SLC38A2;CFB;MT1E;TGM2
LG-100754 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,RTN1;IRS1;LAMA3;G0S2;LAMC2;DKK1;CLU;TNIP1;AXL;PXDN;AOX1;SPOCK1;SOX9;MT1E
SA-1472548 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,VCAM1;IGFBP5;WNT5A;TFPI2;LPAR1;NID2;DCN;COL3A1;IL6;LOX;STC2;IGFBP6;FMOD;XAF1
SA-1459002 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,ABCC3;GALNT14;NNMT;SDC4;FOXF1;PLK2;AMIGO2;WNT5A;EREG;LOXL2;KRT18;COL5A1;PXDN;PDLIM5
SA-1459008 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KANK2;SERPINB2;FOXF1;LRRC17;THBS1;MYLK;RELN;TNIP1;DLC1;PXDN;COL4A5;SPOCK1;RIN2;CFB
Ramelteon Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,FZD2;SERPINB2;NR2F2;ELL2;TBX3;MYLK;VEGFA;ARL4C;THBD;STC2;SPATS2L;PMAIP1;SOX9;HBEGF
Dexniguldipine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,AKR1C3;STC1;DKK1;GLG1;MYLK;EREG;RELB;TGFBR2;CREB3L1;PDGFC;ID1;SERPINH1;KCNN4;EDIL3
Filgotinib Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CFH;AMIGO2;TAP1;ISG15;DCN;RELB;PSMB9;EXT1;MT2A;SCG5;QSOX1;SLC38A2;MAGEA4;MT1E
Novobiocin-Na Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TLE4;COLEC12;GCNT1;WNT5A;AKR1C3;SLC2A1;PLOD2;PTN;ELK3;PSMB9;STC2;DPYD;CYP1B1;QSOX1
Octreotide Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;SYT1;IRS1;TPM2;NR2F1;LAMC2;PTN;RND3;TBX3;MYLK;COL1A2;RELN;EPHB2;FMOD
NVP-BGJ398 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,SLC14A1;ZNF185;ERAP2;STC1;RRAS2;G0S2;SERPINB9;FOSL1;THBD;PODXL;ARHGDIB;NFE2L3;SOX9;IL6ST
EPZ-020411 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,POSTN;IFI44;ISG15;LAMC2;AMPD3;PTN;FGF1;CXCL3;RND3;IFI44L;COL3A1;SCG5;FJX1;MT1E
SMER-3 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,VIPR1;CFH;SIAH2;NR2F2;GLG1;COL1A1;NFKBIA;COL3A1;COL1A2;FGD6;FEZ2;ID1;ANO10;SOX9
Sulfametopyrazine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TLE4;POSTN;MBOAT7;KRT8;THBS1;PBX1;DCN;MYLK;GREM1;KRT18;DDAH1;ANPEP;DLC1;GAS6
Perillyl-Alcohol Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;NNMT;TPM4;SPAG4;SERPINB9;CLU;RELB;KRT18;LOX;STC2;ARHGDIB;SCG5;PMAIP1;TCF4
AX-15836 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,TPM4;SIAH2;MICAL2;CXCL1;FGF1;RELB;IL6;BCL3;COL4A6;EFHD2;CYP1B1;COL4A5;SPOCK1;TGM2
Clonixin-Lysinate Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KRT81;SERPINB2;CITED2;LRRC17;NR2F2;PTN;CXCL2;MYLK;COL5A2;ZYX;CCL2;SOX9;PDLIM5;MT1E
SA-1939126 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;COLEC12;NRP1;SLC14A1;RTN1;TPM4;TPM2;G0S2;NID2;PSMB9;CLEC2B;BCL3;RIN2;GBP1
Bietaserpine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,GALNT6;POSTN;PARM1;FOXE1;CITED2;AMIGO2;MX1;MICAL2;ISG15;TMEM158;ID1;EHBP1L1;COL5A2;VCL
PMSF Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,GALNT14;VCAM1;ZNF185;TPM2;STC1;SULF1;GLG1;DCN;GREM1;ANPEP;ITGBL1;IGFBP6;GABRE;CFB
BG-1030 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,FZD2;ATP8B1;AMIGO2;LAMC2;DKK1;DKK3;FOSL1;NFKBIA;GREM1;COL1A2;MECOM;DLC1;MXRA8;ZYX
Dipyrocetyl Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,IGFBP5;CXCL1;CXCL2;DCN;TBX3;VEGFA;COL1A1;CLEC2B;BCL3;COL6A1;CYP1B1;COL6A3;SLC38A2;STX1A
Rhein Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,KRT81;SERPINB2;SERPINE1;AMIGO2;TFPI2;STC1;MICAL2;EREG;GNAI2;TMEM158;IL1B;COL4A6;IDO1;TGM2
AT1-SHH-29 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,PDGFRB;SLC14A1;KRT81;SERPINB2;LPAR1;AKR1C3;PCOLCE;PTN;CXCL3;EREG;DDAH1;STC2;COL6A3;RIN2
Tegobuvir Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,RTN1;AMIGO2;G0S2;MYLK;DKK3;TGFBR2;PDZD2;AXL;PDGFC;PXDN;AOX1;PDLIM5;RIN2;SLC38A2
CP-945598 Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,COLEC12;KRT81;RTN1;SYT1;MX1;LPAR1;DCN;FGD6;RELN;PLAU;ANPEP;SCG5;IGFBP6;MT1E
Trientine Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,IGFBP5;PLK2;CXCL1;CXCL3;DKK1;CXCL2;MYLK;TNIP1;CREB3L1;CSNK2B;COL8A1;AOX1;SLC38A2;EPHA2
Dipraglurant Down,14/247,0.003178004,0.00448859,0,0,2.438599503,14.02560968,CA12;TLE4;BCAR3;NNMT;AMIGO2;KRT8;LAMC1;PDZD2;DLC1;PDGFC;PXDN;FMOD;SLC38A2;FBN1
Sotrastaurin Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,TPM4;FOXF1;SMAGP;MYLK;EREG;CNN2;LOX;ANPEP;COL6A2;ID1;PPARG;CA9;IGFBP6;ENG
Cabozantinib Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,POSTN;VCAM1;CFH;IGFBP5;AMIGO2;PCOLCE;PBX1;DCN;GREM1;COL6A2;COL5A2;MXRA8;CFB;IDO1
Scopolamine Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,RTN1;SYT1;AMIGO2;NR2F2;TBX3;MYLK;LOXL2;AXL;ARHGDIB;COL4A6;COL4A5;SPOCK1;PPARG;RIN2
Ponalrestat Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,NNMT;VCAM1;TFPI2;RRAS2;NR2F2;CLU;PSMB9;CLEC2B;ARHGDIB;COL4A5;FLNC;EPHB2;GBP1;CFB
L-750667 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,PPP1R14B;FOXG1;AMIGO2;TFPI2;STC1;CXCL1;NR3C1;RND3;THBD;TMEM158;ID1;FLNB;MAGEA4;TGM2
IAA-94 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,EDN1;GALNT14;CFH;COL3A1;COL1A2;PDZD2;DDAH1;STC2;DLC1;ARHGDIB;COL6A3;GBP1;MAP4K4;FBN1
UBP-302 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KRT81;IGFBP5;AMIGO2;IFI44;LAMC2;DCN;MYLK;MT2A;KRT18;CLEC2B;ID1;COL5A2;IL6ST;VCL
SB-431542 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;COLEC12;ERAP2;AKR1C3;STC1;PSMB9;TGFBR2;COL1A2;MECOM;DDAH1;PODXL;GBP1;CFB;IDO1
GW-9662 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,POSTN;TPM4;WNT5B;SMURF2;SMAGP;UBE2E3;MICAL2;DKK1;ESM1;RASA1;SPIN1;ITGBL1;SPATS2L;STX1A
Sinensetin Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,ZNF185;IRS1;MX1;NR2F1;IFI44;NID2;THBS1;IFI44L;COL3A1;COL5A1;PODXL;COL8A1;CA9;SOX9
Boldine Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,POSTN;FOXF1;SMAGP;G0S2;TNFRSF11B;MEOX2;RND3;EREG;GREM1;COL3A1;TMEM158;ZYX;CYP1B1;PPARG
BRL-37344 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;PCSK1;WNT5A;ATP2B1;GREM1;TMEM158;DDAH1;CREB3L1;NFE2L3;COL6A3;SPOCK1;GABRE;PDLIM5;SLC38A2
TC-2559 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,RTN1;VCAM1;GCNT1;KRT8;PTN;NMNAT2;CLU;NID2;DCN;CDC42EP4;CYP1B1;GBP1;STX1A;IDO1
Tetrabenazine Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KANK2;TPM4;IGFBP5;SYT1;ERAP2;ITGB4;PLK2;LAMC2;THBS1;PBX1;MYLK;DKK3;RASA1;PITX1
Eticlopride Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KANK2;CFH;MX1;KRT8;G0S2;TAP1;PTN;IFI44L;DCN;MYLK;ELK3;GREM1;MECOM;PODXL
Tocainide Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,COLEC12;CD96;ATP8B1;ITGA2;NR2F1;STC1;CXCL1;COL3A1;COL1A2;DLC1;COL6A1;COL6A3;CCL2;STX1A
10-DEBC Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,NRP1;GALNT6;SERPINB2;VEGFC;PCOLCE;CXCL2;ARL4C;TMEM158;CLEC2B;ANPEP;ARSJ;RASA1;DPYD;ENG
VU-0413238-1 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,ABCC3;ZNF185;CFH;IGFBP5;NR2F1;STC1;PLOD2;NR2F2;AOX1;SPOCK1;GABRE;PDLIM5;RIN2;GBP1
IOX-1 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,HS3ST3A1;TFPI2;STC1;G0S2;PCOLCE;PTN;CLU;NID2;DCN;TMEM158;STC2;CDC42EP4;EFHD2;VCL
Moclobemide Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,PCSK1;POSTN;NNMT;SDC4;FOXE1;CXCL1;SULF1;CXCL3;CXCL2;GALNT10;DKK3;CLEC2B;S1PR1;MT1E
JFD02227 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KANK2;SLC14A1;KRT81;GALNT14;ITGB4;AKR1C3;STC1;CXCL1;PTN;SEMA3F;CXCL3;SOD3;ARHGDIB;COL4A6
VX-745 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,ABCC3;CFH;AMIGO2;MICAL2;NR2F2;FGF1;CLU;COL1A2;KRT18;PODXL;DPYD;ARHGDIB;COL4A6;IGFBP6
EI-247 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;POSTN;SERPINB2;RTN1;PODXL;ARHGDIB;SCG5;CYP1B1;TCF4;DOCK2;RIN2;FJX1;GBP1;MT1E
SA-84512 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,ABCC3;SDC4;FOXE1;LAMC1;EREG;LOXL2;NME7;PLAU;IL1B;RASA1;PDGFC;SCG5;PPARG;RIN2
CD-00491SC Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;WNT5A;AKR1C3;SLC2A1;G0S2;SERPINB7;TBX3;RELB;TGFBR2;ANPEP;COL4A5;PPARG;SOX9;GAS6
Chlorzoxazone Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,COLEC12;IGFBP5;NR2F1;AKR1C3;PCOLCE;NID2;DCN;DRAP1;PDZD2;PDGFC;ID1;CYP1B1;MAGEA4;FBN1
Dirithromycin Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KANK2;POSTN;CFH;STC1;IFI44;COL3A1;LASP1;CLEC2B;DDAH1;PODXL;ARHGDIB;CYP1B1;GBP1;IDO1
Phthalylsulfathiazole Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;GALNT14;CFH;PLK2;AKR1C3;LAMC2;CLU;DCN;CDH6;RELN;TMEM158;PDZD2;TCF4;EPHB2
Glycidol Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,KANK2;ERAP2;MX1;SPAG4;TAP1;SERPINB9;ISG15;LAMC1;PBX1;IFI44L;ELK3;MECOM;PODXL;GBP1
DAC-013 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;PCSK1;KRT81;LRRC17;NR2F1;G0S2;EREG;NFKBIA;PODXL;ARHGDIB;ZYX;EFHD2;GBP1;STX1A
Gossypetin Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,POSTN;PPP1R14B;UBE2E3;TFPI2;NR2F1;MEOX2;TRHDE;ELK3;CDH6;PSMA6;DLC1;ID1;ARHGDIB;PPARG
SA-418993 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;ABCC3;COLEC12;FOXG1;LPAR1;STC1;PTN;CLU;NID2;PBX1;EREG;VEGFA;MECOM;ID1
GALR3 M617 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,JUN;IGFBP5;LRRC17;CLU;RND3;THBS1;IFI44L;TBX3;DKK3;EREG;GNAI2;STC2;COL4A6;SPOCK1
Cyclopentene Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,CA12;SERPINB2;FOXF1;FOXG1;TFPI2;LAMC1;MEOX2;THBS1;PSMA6;COL3A1;ANPEP;COL6A2;DPYD;IL6ST
7-Hydroxystaurosporine Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,NNMT;VCAM1;LTBP2;NFKBIA;GREM1;KLF7;TNIP1;ANPEP;PXDN;AOX1;CDH13;ITGA5;GAS6;MT1E
EVP-6124 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,GALNT6;NNMT;LRRC17;RND3;THBS1;GALNT10;KRT18;ANPEP;PDGFC;ARHGDIB;SCG5;EPHB2;GABRE;CFB
Hesperetin Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,PPP1R14B;LRRC17;TFPI2;NR3C1;ELK3;PPP4R1;KRT18;PODXL;ANPEP;COL6A2;COL6A1;TCF4;SOX9;RIN2
GSK-256066 Up,14/248,0.00329511,0.004599503,0,0,2.428052182,13.8770851,ABCC3;NNMT;IRS1;AMIGO2;TFPI2;LPAR1;AKR1C3;SEMA3F;CLU;TBX3;MYLK;PDGFC;COL4A5;CFB
