Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Thiostrepton Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SRGN;LTF
AS-604850 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SOX9;MAPK13
Griseofulvin Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,HSD17B2;SOX9
Abiraterone Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,RAB3B;SRGN
Propylthiouracil Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MME;MAPK13
Ciprofloxacin Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPP1;PPARGC1A
Chlorhexidine Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,GABRP;EDN1
Carbon-Tetrachloride Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,ARHGDIB;TGM2
Cupferron Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,PDGFC;DYSF
ONO-4059 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MMP3;TGM2
TUL Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,KRT7;MSLN
Benzotript Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,TAGLN;LPAR1
MSX-122 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,GRB14;HSD17B2
Nepafenac Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,KRT7;MSLN
Palmostatin-B Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SRGN;SPINT2
L-NAME Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,CITED2;PDGFC
Nafamostat Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPP1;LTF
AM-24 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,PDGFC;TGM2
SB-756050 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPP1;SOX9
IOWH-032 Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,WWC1;KRT7
Bretazenil Up,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,RGS4;TOX
GSK-461364 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,RGS4;KCNE4
Sorafenib Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SFN;ADRB2
Entinostat Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,POSTN;LTF
Cyclosporin-A Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,HSD17B2;ARHGDIB
Hinokitiol Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,POSTN;ARHGDIB
CGP-71683 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,HSD17B2;ARHGDIB
Glipizide Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,BASP1;SFN
Practolol Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,CITED2;AOX1
Ropinirole Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPINK1;SPP1
Prednisolone Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,BASP1;CASP1
ST-638 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,CITED2;GABRA5
KU-C103885 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,PRR5L;TOX
Ribavirin Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPP1;MAPK13
Flubendazole Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,FAP;CYP4F3
Vinorelbine Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SRGN;ANXA10
MW-A1-6 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,IL18;MMP9
KM-01366 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,IL32;LTF
BL-074 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,AOX1;TTN
6-Hydroxytropinone Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SPINK1;OASL
MW-STK33-23 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,LPAR1;LTF
Hycanthone Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,GABRP;SLAMF7
Adiphenine Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MLPH;TTN
Fluorouracil Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,PKP2;NUPR1
Glutaraldehyde Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,FSTL1;MMP9
SA-1458306 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,LPAR1;KRT7
GALR3 GALANIN Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MME;TGM2
Diclazuril Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,BASP1;ANXA10
XMD-1499 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MLPH;TOX
UNC-0646 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,GDF15;ACSL5
BMS-906024 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,PDGFC;ARHGAP29
EVP-6124 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,BIK;MMP3
CFI-400945 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,MLPH;MSLN
KBG Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,LCP1;LTF
SA-1939938 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,POSTN;SPINK1
SA-85148 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,SCG5;NMNAT2
KDM-096 Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,POSTN;MAPK13
Deferoxamine-Mesylate Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,ARHGDIB;TSPAN1
Dimethyl-Fumarate Down,2/245,0.767129985,0.791160378,0,0,0.717629336,0.190242834,CITED2;NUPR1
Dinaciclib Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MSLN;MMP9
MG-132 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL18;LTF
TYRPHOSTIN-46 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,PLAU;LCP1
Nisoxetine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SCG5;LTF
Coumaric-Acid Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SUSD4;SSX1
MMPX Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,PDGFC;TGM2
Aniracetam Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL18;ARHGAP29
Bumetanide Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;ARHGDIB
Levonorgestrel Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,BASP1;KMO
TCB2 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,LPAR1;MMP9
Lupanine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPP1;SFN
Bendroflumethiazide Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GDF15;ACSL5
Prochlorperazine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,NUAK1;GDF15
Hydrocortisone-Phosphate Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MLPH;MMP9
Ephedrine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,POSTN;HSD17B2
Etilefrine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL32;MMP3
PF-04217903 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SRGN;LTF
Curcumin Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,NAV3;HSD17B2
FU-JMBII113B Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,BIK;SPP1
PSH-023 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINK1;MSLN
KU-C104223 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,ESM1;CALB1
F-1566-0341 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GDF15;SPP1
TUL-XX023 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,POSTN;SPINK1
ST-019386 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,HSD17B2;SOX9
BCI-hydrochloride Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SFN;MSLN
Acamprosate Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MLPH;BASP1
MW-MITF22 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;SPINK1
Streptozotocin Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,POSTN;PDGFC
Tolcapone Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,BASP1;KRT7
Guanethidine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINK1;MAPK13
Cyanocobalamin Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SRGN;TGM2
Alizapride Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,RGS4;ADRB2
Levisoprenaline Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,HSD17B2;ARHGDIB
Gabapentin Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,RGS4;SPP1
Dorzolamide Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GLIPR1;SPP1
Urethane Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,RAB3B;GRB14
Nitrosoethylmethylamine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,PCLO;PDGFC
4-ACETYLAMINOBIPHENYL Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINT2;TGM2
Chlordane Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPP1;MMP9
SA-85764 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,ANXA3;KRT7
ASSINEX-D328 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,LCP1;TOX
EPZ-004777 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL32;KRT7
Lomustine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL18;ADRB2
MC1568 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SCG5;LTF
KIN001-260 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;LTF
I-585855 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,ARHGAP29;LOXL1
Spiradoline Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,HSD17B2;FSTL1
DS-437 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,RGS4;MMP9
NE-100 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,CALB1;BASP1
Azimilide Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,TSPAN1;TGM2
SA-1938820 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;NAV3
SA-1458610 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SFN;NMNAT2
SA-1457992 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,EPS8L2;TTN
Ferulic-Acid Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GDF15;IL18
JP-4-043 Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINK1;SPP1
Isofloxythepin Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL32;TTN
Brivudine Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPP1;SLAMF7
Suvorexant Up,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MME;LTF
RITA Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SRGN;ANXA3
AG-879 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GLIPR1;LCP1
Eicosatrienoic-Acid Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GRB14;BASP1
Clobenpropit Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MME;MMP9
Quercetin Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MME;ARHGAP29
Immepip Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINK1;NUPR1
Finasteride Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINT2;TOX
Methylnorlichexanthone Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,PDGFC;MMP9
NNC-55-0396 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,CITED2;KRT7
Rizatriptan Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,IL32;SOX9
Immethridine Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;LTF
Spiroxatrine Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GDF15;SCG5
Imiloxan Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,POSTN;TGM2
Velnacrine Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,ACSL5;MSLN
Rotenone Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,CITED2;KMO
KU-C104228 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,HSD17B2;SLAMF7
H-7 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,BASP1;CYP4F3
Thiomersal Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,TOX;LTF
Homovanillic-Acid Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,POSTN;CALB1
Harmine Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,MLPH;NUPR1
LUC GALANIN Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,TAGLN;CALB1
AG-1024 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,SPINK1;CITED2
LIVF001-016 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,KRT7;SOX9
SCH-202676 Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,GABRP;PPARGC1A
Macelignan Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,CITED2;NUPR1
Pibenzimol Down,2/246,0.769090671,0.791160378,0,0,0.714651639,0.187629221,RGS4;CASP1
Lenalidomide Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KRT7;SLAMF7
Daunorubicin Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ACSL5;OASL
Imatinib Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,PLAU;SCG5
Fludarabine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,NUAK1;FAP
Dienestrol Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;POSTN
Digitoxin Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,IL1RL1;MMP9
BIX-01294 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MLPH;LTF
L-368899 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MMP3;SPINT2
Minoxidil Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ANXA3;LCP1
EXO-1 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,PRR5L;MSLN
Propafenone Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,POSTN;GRB14
Hinokitiol Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;NUPR1
Estrone Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,PLAU;ARHGAP29
Loxapine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ARHGAP29;ADRB2
Azaperone Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SEMA5A;SLCO1B3
Pifithrin-Mu Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;SFN
Pentobarbital Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GABRP;SPP1
Hydroxyfasudil Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,TSPAN1;TGM2
Batimastat Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,POSTN;TTN
LDN-193189 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,BIK;ARHGAP29
EMF-BCA1-64 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;FSTL1
VU-0400195-3 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GRB14;LTF
Ropivacaine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GRB14;ARHGAP29
Diphenhydramine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GABRP;MMP3
Zibotentan Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GABRP;GLIPR1
SA-423167 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;PDGFC
CVF-SUMO-14 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,IL32;SFN
Hexamethonium Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,EDN1;NUPR1
Clemizole Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPP1;SPINT2
Proglumide Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MLPH;SPINT2
Kinetin Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,NAV3;BASP1
Xamoterol Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ARHGDIB;MMP9
AROCLOR-1260 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;BTNL8
HDAC1-selective Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;PLXNA2
Plerixafor Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,POSTN;SOX9
ML-281 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,FSTL1;LTF
CC-401 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,CDA;PDGFC
EPZ-015666 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MMP9;LTF
Ginsenoside-Rd Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;MSLN
Centazolone Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KRT81;MMP9
Reparixin Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MMP3;SPP1
AGP-103 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,TAGLN;TTN
Terutroban Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GDF15;LTF
SA-1944378 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,CYP4F3;TTN
SA-1922111 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MMP9;LTF
SA-1457797 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,CITED2;MMP3
Kifunensine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,CREB3L1;OASL
PD-149163 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,RGS4;ARHGDIB
Ionomycin Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ARHGAP29;SPINT2
PMSF Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KRT7;ARHGAP29
4-PPBP Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;POSTN
Gallopamil Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,TGM2;LTF
WY-01-034 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ARHGDIB;ACSL5
MW-SHH-61 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,PDGFC;ACSL5
Avicin-D Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,BASP1;ANXA10
PSI-6130 Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;KRT7
Lodoxamide Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;SPP1
Pyrazinoylguanidine Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MSLN;MMP9
Luliconazole Up,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;MME
Topotecan Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,LPAR1;EGFR
BAPTA-AM Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,TGM2;LTF
AG-592 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,CDA;ARHGDIB
Ponalrestat Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SEMA5A;GABRP
Paclitaxel Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KCNE4;CYP4F3
YC-1 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,PDGFC;KMO
Triciribine Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,LCP1;MMP9
Tolazamide Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SCG5;TTN
Erythromycin Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,HSD17B2;LPAR1
Hexylcaine Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GDF15;LPAR1
Dephostatin Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ANXA3;TOX
Purvalanol-A Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ARHGDIB;SFN
Tranylcypromine Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,FAP;MMP3
PTB1 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;KCNE4
BIX-02188 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,IL32;ARHGDIB
KU-C104488 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KCNE4;TTN
KU-C104227 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,BASP1;ACSL5
Pefloxacin Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;CYP11A1
Acemetacin Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,ANXA3;SPP1
Butirosin Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KRT7;SSX1
Tributyl-Phosphate Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,KRT81;BASP1
SA-1472548 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,LPAR1;LTF
SA-1459020 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GDF15;PDGFC
Epothilone-B Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,RGS4;SPINK1
Pantothenic-Acid Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;KRT7
EPZ-020411 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,POSTN;SCG5
CEP-37440 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;LTF
Temocapril Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SULT1C2;IL18
PF-4800567 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;MSLN
FQI-1 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SULT1C2;CYP4F3
PF-184 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MMP3;MMP9
Defactinib Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,MME;RIN2
LY-2606368 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;MLPH
Metoxibutropate Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;SOX9
BG-1024 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SSX1;LTF
Butylated-Hydroxytoluene Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,GLIPR1;SPP1
COL-3 Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SRGN;GLIPR1
Ixabepilone Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;CYP4F3
Cabazitaxel Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPINK1;CYP4F3
Pasireotide Down,2/247,0.771037036,0.791160378,0,0,0.711698251,0.185054975,SPP1;ARHGAP29
Ruxolitinib Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,NUAK1;FAP
Thioridazine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,FAP;NUPR1
Zaprinast Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,ARHGDIB;LTF
Catechin Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,ANXA3;ARHGDIB
Thioperamide Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GRB14;CYP4F3
NTNCB Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CALB1;LTF
UBP-302 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,KRT81;SPINT2
L-741626 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,AOX1;SOX9
Hydroquinidine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,NAV3;SCG5
YM-976 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,TGM2;LTF
Cortisone-Acetate Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,LCP1;TOX
Nitrendipine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GABRP;ARHGDIB
Asiaticoside Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,MME;MMP9
Manumycin-A Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SRGN;LTF
DL-TBOA Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,PLAU;PDGFC
EMF-csc-9 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,TAGLN;POSTN
IOX-1 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,RGS4;MMP3
ST-4039884 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;LPAR1
STK-674938 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,EDN1;KMO
Tofacitinib Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,KRT7;TGM2
KU-55933 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,PLAU;ADRB2
Farnesol Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CALB1;ANXA10
SA-97259 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GABRP;SOX9
