Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Vinblastine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;SEMA5A;SRGN;SPINK1;ITM2A
SB-203580 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;POSTN;STC2;NUPR1;FOSL2
L-745870 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;RGS4;POSTN;IL6;BASP1
Fexaramine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,KRT81;ALCAM;C5AR1;SOX9;LGR5
SC-10 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;SPINK1;P3H2;NR0B1;LTF
Loperamide Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CDA;POSTN;C5AR1;AREG;LTF
Vincristine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;SRGN;SPINK1;HSD17B2;ITM2A
Nobiletin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,P3H2;KRT7;LY96;IL7R;MAPK13
Pentylenetetrazol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;ANXA3;PLAU;KRT7;SPINT2
Tolbutamide Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL6;MME;TRIM29;TNFAIP3;ITM2A
Ivermectin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CAV1;DIO2;ARHGAP29;CXCL14;MAPK13
Seneciphylline Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,ALCAM;BASP1;PLAU;STC2;SLCO1B3
Meptazinol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;PTPRD;GDF15;SFN;LTF
Scriptaid Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;CYP24A1;TRIM29;STC2;LTF
MT-21 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RGS4;PLAU;SPINT2;CXCL14;CPA4
BADGE Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SEMA5A;ALCAM;TRIM29;ARHGAP29;AREG
Cyclopentolate Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,TRIM29;BASP1;PLAU;CAV1;CXCL14
Amsacrine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;POSTN;FAP;GRB14;LTF
Erythrosine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;ANXA3;CAV1;KRT7;LTF
TAS-301 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;BDNF;LPAR1;LY96;LTF
Mesulergine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;MME;F3;LGR5;LTF
Norethindrone Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SEMA5A;ARHGDIB;CDH11;KRT7;ARHGAP29
ZM-39923 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;SPINK1;SCG5;ITM2A;AREG
Cortisone Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,C5AR1;SFN;PRR5L;ITM2A;AREG
MAZ-51 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RGS4;SCG5;PKP2;SOX9;NUPR1
Icosapent Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SPINK1;CITED2;STC2;SFN;AREG
Gingerol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,KRT81;TRIM29;GDF15;SOX9;LGR5
Quinpirole Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;STC2;ARHGDIB;SOX9;HBEGF
Laudanosine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CDA;CITED2;C5AR1;P3H2;IL7R
Perhexiline Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GLIPR1;POSTN;P3H2;KRT7;SFN
KU-C104139 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;SRGN;MME;KCND3;SLAMF7
VU-0418946-1 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;THBD;POSTN;GRB14;THSD7A
Rifapentine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;CPA3;ANXA3;P3H2;F3
KU-C104255 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RELN;TRIM29;CAV1;HSD17B2;ITM2A
Azauridine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CALB1;C5AR1;P3H2;LCP1;HBEGF
KU-C103904N Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;SCARA3;CITED2;P3H2;CXCL14
Tremulacin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,PTPRD;CDH11;LPAR1;SCG5;LTF
Lobeline Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;KRT81;POSTN;EPB41L3;SPINT2
Carmofur Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GRB14;CITED2;TFEC;DIO2;KRT7
Diphenoxylate Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SPINK1;EPB41L3;SLCO1B3;ANXA10;NAV2
Cerivastatin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GLIPR1;EVI2A;SLCO1B3;S1PR1;LGR5
Mesalazine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,THBD;EDN1;POSTN;SCARA3;MAGEB2
H-7 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,PTPRD;TRIM29;BASP1;NR0B1;ITM2A
Celastrol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;ALCAM;MME;ARHGAP29;AREG
SD-8-006 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,C5AR1;P3H2;ANXA10;IL7R;AREG
III606050 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SEMA5A;ESM1;POSTN;P3H2;MAGEB2
Alfacalcidol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RAB3B;CAV1;MAGEB2;ARHGAP29;LTF
Oxandrolone Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,KRT81;MME;DIO2;SOX9;LTF
Cyanocobalamin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,HSD17B2;LY96;SPINT2;FOSL2;LTF
Imipenem Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CDA;THBD;NAV2;LGR5;CXCL14
Dinoprost Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,MME;GDF15;NUPR1;F3;LTF
Prenylamine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,THBD;CALB1;AOX1;F3;CXCL14
Alendronic-Acid Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RGS4;MME;C5AR1;SOX9;LTF
Fosfosal Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;ALCAM;KRT7;IL7R;AREG
Clocortolone Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RGS4;ARHGDIB;KRT7;LY96;TNFAIP3
Bisphenol-A Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,PCLO;CITED2;BASP1;WWC1;MAPK13
Thiram Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;CALB1;MME;KCND3;KCNE4
Iodoform Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;SRGN;BASP1;NAV2;LGR5
Coumophos Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;ALCAM;AREG;LGR5;MAPK13
D-Mannitol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SEMA5A;CPA3;STC2;TIE1;AREG
Catechol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,NAV3;SERPINE1;C5AR1;IL7R;ITM2A
5-METHYLCHRYSENE Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GRB14;KCND3;EPB41L3;MMP3;LGR5
SA-85764 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;GLIPR1;SPINK1;STC2;ANXA10
SA-1456039 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;GRB14;TIE1;SLAMF7;SOX9
SA-1939079 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;KCND3;STC2;ARHGAP29;AREG
SA-1938740 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;IL6;HSD17B2;LPAR1;PKP2
Palomid-529 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;ANXA3;STC2;SPINT2;FOSL2
Valeric-Acid Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CALB1;MME;TRIM29;MMP3;LTF
UPF-1069 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,IL32;SPINK1;GDF15;IL1B;NUPR1
Butyrylcholine-Cl Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;PTPRD;POSTN;PLAU;TNFAIP3
Pamidronate Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,LPAR1;SCG5;ANXA10;CXCL14;DCLK1
Climbazole Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;ALCAM;SCG5;AREG;FOSL2
BMS-509744 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;STC2;WWC1;KRT7;SPINT2
PF-573228 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;ANXA3;P3H2;DCLK1;LTF
Amygdalin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SEMA5A;CPA3;EPB41L3;CDH11;F3
THZ-1 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SRGN;TGFB2;SNAPC1;MMP3;SOX9
LY-2157299 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,ALCAM;C5AR1;KRT7;TNFAIP3;AREG
ABT-639 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CITED2;KRT7;SFN;FSTL1;LTF
Alclofenac Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,ALCAM;CAV1;MAGEB2;IL18;THSD7A
Gambogic-Acid Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;BASP1;KRT7;NAV2;FSTL1
SA-96805 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GDF15;SCG5;LCP1;ITM2A;AREG
SA-1460032 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,KCND3;BASP1;EPB41L3;ITM2A;F3
SA-1457992 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;C5AR1;SCG5;IL7R;LTF
TNP-470 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,POSTN;PLAU;IL1B;ARHGAP29;SERPINB7
Usnic-Acid Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,TFEC;HSD17B2;SLAMF7;ITM2A;FBXL7
BG-1010 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;EDN1;TRIM29;HBEGF;LTF
BG-1029 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GLIPR1;SPINK1;ANXA10;F3;LOXL1
Triacetylresveratrol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,NAV3;ARHGDIB;NR0B1;ITM2A;AREG
PKI-179 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;IL32;GLIPR1;LCP1;LTF
Bevirimat-Dimeglumine Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,PTPRD;FAP;TRIM29;BASP1;CDH11
Pibenzimol Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;RGS4;ALCAM;C5AR1;CXCL14
LY-2801653 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,RGS4;KCNE4;KRT7;LY96;MAPK13
Lesinurad Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CPA3;SRGN;C5AR1;SOX9;F3
Adarotene Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CA12;SRGN;GLIPR1;ALCAM;LTF
SR-33805 Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GRB14;CITED2;IL18;LGR5;DCLK1
Balapiravir Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,GDF15;EPB41L3;ARHGDIB;NAV2;IL7R
Valrubicin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,SPINK1;FAP;IL7R;F3;LTF
Baicalin Down,5/246,0.309997743,0.387419452,0,0,1.368520993,1.602798459,CDH6;KCNE4;ITM2A;CXCL14;DCLK1
Crizotinib Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;SOX9;AREG;DCLK1;LTF
Alectinib Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;MME;CAV1;C5AR1;LTF
Ceritinib Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,FAP;NUPR1;NAV2;IL7R;LTF
Dienestrol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;SRGN;POSTN;EVI2A;CXCL14
GW-501516 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;ESM1;CAV1;TFEC;LTF
Salmeterol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,TRIM29;MMP3;LPAR1;TNFAIP3;LTF
Quetiapine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,NAV3;CITED2;NUPR1;IL7R;LTF
Biotin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;P3H2;IL7R;CXCL14;LTF
Moexipril Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;CYP24A1;GRB14;ANXA3;IL1B
OBAA Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;MME;FAP;GDF15;KRT7
Ibudilast Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTPRD;ALCAM;GRB14;SOX9;LTF
Rimcazole Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;ALCAM;PCLO;BASP1;NUPR1
L-368899 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTPRD;THBD;TRIM29;MMP3;SPINT2
PD-166793 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;IL6;RELN;P3H2;CXCL14
Pregnenolone Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;RGS4;MYO10;PLAU;SCG5
Dobutamine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;POSTN;FAP;C5AR1;LY96
RS-67506 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTGFR;ALCAM;ARHGDIB;DIO2;NAV2
Nifedipine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ANXA3;GDF15;PLAU;SCG5;AREG
Rilmenidine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;TRIM29;KRT7;ANXA10;CXCL14
SQ-22536 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,TGFB2;KRT7;PRR5L;LGR5;MAPK13
CGP-13501 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;TRIM29;KRT7;SOX9;IL7R
Formoterol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;NAV3;TNFAIP3;AREG;LTF
DPPE Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;NAV3;SOX9;DCLK1;MAPK13
Bicalutamide Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PLAU;HSD17B2;LPAR1;NUPR1;CXCL14
Eugenitol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;ALCAM;PLAU;ARHGAP29;CXCL14
SR-59230A Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;MME;ANXA3;GDF15;NUPR1
Tyrphostin-1 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;ARHGDIB;DIO2;CXCL14;MAPK13
TC-1 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SPINK1;MME;RAC2;LCP1
Estrone Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;CPA3;PLAU;TFEC;ARHGAP29
Nefopam Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;SPINK1;ARHGDIB;CXCL14;MAPK13
Loxapine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;CAV1;ARHGAP29;F3;CXCL14
Mebeverine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;MME;TRIM29;HSD17B2;SOX9
Azaperone Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;STC2;SLCO1B3;P3H2;ITM2A
Erythromycin-Ethylsuccinate Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;SPINK1;GRB14;CAV1;HSD17B2
Prednisolone-Hemisuccinate Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;MME;SERPINE1;ITM2A;LTF
Amodiaquine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;SOX9;THSD7A;NAV2;F3
Meloxicam Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;FAP;LCP1;F3;CXCL14
Pizotifen Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;GLIPR1;NR0B1;NUPR1;IL7R
NBQX Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ARHGDIB;DIO2;KRT7;SFN;SOX9
ICI-63197 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;ARHGDIB;SFN;ITM2A;AREG
Cisapride Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;CITED2;LCP1;IL7R;ITM2A
Pentobarbital Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,STC2;IL1B;TFEC;TNFAIP3;ITM2A
Zacopride Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;EVI2A;GDF15;LY96;LTF
YO-2 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;CYP24A1;SFN;SOX9;LTF
Imiloxan Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SPINK1;MME;GDF15;LPAR1
ISOX Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;CITED2;MAGEB2;ARHGAP29;ITM2A
Etomoxir Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;SEMA5A;SPINK1;MME;FSTL1
PSH-026 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;NAV3;ANXA3;DCLK1;LTF
PSH-010 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;C5AR1;MAGEB2;NUPR1;FOSL2
PSH-028 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;CA12;CITED2;NUPR1;DCLK1
CAM-9-021 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;ALCAM;SPINK1;ARHGDIB;CDH11
KU-C104495 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;CITED2;ANXA3;AREG;LTF
Homoveratrylamine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;ARHGAP29;SOX9;CXCL14;MAPK13
PSH-022 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;GLIPR1;GRB14;KCNE4;ARHGDIB
Polydatin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;PCLO;EVI2A;TFEC;CXCL14
Roxatidine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SPINK1;BDNF;WWC1;P3H2
CAY-10415 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;GLIPR1;SPINK1;GDF15;HSD17B2
MW-STK33-3A Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;KRT81;SPINK1;IL7R;LGR5
ST-012030 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,NAV3;CAV1;KRT7;LGR5;LTF
CVF-SUMO-13 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,TRIM29;STC2;HSD17B2;MMP3;SFN
EMF-sumo1-1 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;ALCAM;AREG;CXCL14;LOXL1
GR-206 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PCLO;MME;LPAR1;DIO2;KRT7
Rifampicin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;MME;BASP1;IL1B;SPINT2
Mesna Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTGFR;KRT81;SPINK1;HSD17B2;MMP3
Bosentan Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,THBD;KRT81;POSTN;SPINK1;SOX9
Khellin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;DIO2;ANXA10;SPINT2;CXCL14
Hexamethonium Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,EDN1;LY96;NUPR1;ITM2A;F3
Asenapine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ANXA3;NR0B1;SOX9;ITM2A;AREG
Amifostine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;CPA3;EDN1;POSTN;CXCL14
Mepenzolate Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;SRGN;TRIM29;SCG5;CXCL14
Dexfenfluramine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;GLIPR1;DIO2;SOX9;LTF
Ifosfamide Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;IL32;P3H2;NUPR1;LTF
Tetrachloroethylene Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,FAP;GDF15;IL7R;CXCL14;MAPK13
Benzyl-Alcohol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;CPA3;POSTN;C5AR1;LTF
Syringic-Acid Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;TRIM29;NAV2;LCP1;LGR5
DAC-012 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CALB1;NAV3;CAV1;ARHGDIB;LOXL1
SA-1473468 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;PCLO;CITED2;MAGEB2;CXCL14
SA-1459261 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SCARA3;ARHGDIB;C5AR1;KRT7;LTF
SA-1456039 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;HSD17B2;LPAR1;ITM2A;F3
SA-1921456 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;MME;TRIM29;LY96;NUPR1
SNC-80 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,STC2;SFN;SOX9;ITM2A;F3
Diatrizoic-Acid Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDA;BASP1;IL1B;NAV2;IL7R
Plicamycin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;STC2;IL1B;SOX9;NAV2
Levamisole Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;POSTN;KCND3;ARHGDIB;KRT7
LIVF001-006 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTPRD;GLIPR1;GRB14;DCLK1;HBEGF
Flumatinib Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;ALCAM;PCLO;BASP1;SOX9
Nalmefene Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;TRIM29;ANXA3;AREG;CXCL14
CP-673451 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;IL32;BASP1;KRT7;AREG
Tazarotene Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;GDF15;MAGEB2;LY96;TNFAIP3
LLY-507 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RAB3B;GLIPR1;ALCAM;KRT7;NUPR1
LY-3000328 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;BASP1;CDH11;SCG5;SFN
Medronic-Acid Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PTPRD;SLCO1B3;ARHGAP29;NUPR1;F3
Vernakalant Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;RAC2;KRT7;LGR5;LTF
Deferasirox Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;IL6;ANXA3;F3;CXCL14
Empagliflozin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;SCG5;LCP1;F3;LTF
SA-1462246 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ALCAM;CITED2;CAV1;P3H2;LTF
SA-247582 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;SPINT2;SOX9;NUPR1;ITM2A
SA-1459213 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;POSTN;C5AR1;LOXL1;LTF
SA-243929 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;S1PR1;IL7R;F3;CXCL14
SA-1459256 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;SEMA5A;SPINK1;CALB1;LCP1
SA-1457458 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,EDN1;CITED2;DIO2;ARHGAP29;CXCL14
EHPG-piperazine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,EDN1;POSTN;IL6;MAGEB2;KCNK1
Desmethylclomipramine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;POSTN;IL6;LGR5;MYOM2
Hydroxytyrosol Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;CA12;KRT81;ALCAM;STC2
PMSF Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,THBD;RELN;CAV1;KRT7;ARHGAP29
2-Phenylmelatonin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;GLIPR1;POSTN;RAC2;LTF
Bergapten Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;CDH6;BASP1;EPB41L3;LOXL1
